Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-02-21 23:58:22,2024-02-23 01:00:00,UTCZ,2024-02-21 23:58:22,2024-02-22 07:43:13,91,13.5,455,464,191,120,144,9,498,72,97,66,false
2024-02-20 23:56:33,2024-02-21 23:58:22,UTCZ,2024-02-21 16:30:00,2024-02-21 17:25:00,9,12.9,49,55,37,12,0,6,538,72,99,,true
2024-02-20 23:56:33,2024-02-21 23:58:22,UTCZ,2024-02-20 23:56:33,2024-02-21 06:28:05,72,13.7,367,391,148,105,114,24,512,43,93,65,false
2024-02-20 00:00:00,2024-02-20 23:56:33,UTCZ,2024-02-20 00:00:00,2024-02-20 06:46:10,82,14.2,394,406,167,92,135,12,481,0,97,67,false
2024-02-19 00:11:32,2024-02-20 00:00:00,UTCZ,2024-02-19 00:11:32,2024-02-19 08:14:05,100,14.2,464,482,192,121,151,18,457,0,96,64,false
2024-02-18 01:58:41,2024-02-19 00:11:32,UTCZ,2024-02-18 01:58:41,2024-02-18 10:25:35,100,14.4,472,498,278,83,111,26,411,0,96,46,false
2024-02-16 23:25:09,2024-02-18 01:58:41,UTCZ,2024-02-17 15:28:23,2024-02-17 16:29:54,13,14.0,59,61,47,0,12,2,454,0,100,,true
2024-02-16 23:25:09,2024-02-18 01:58:41,UTCZ,2024-02-16 23:25:09,2024-02-17 10:16:55,100,14.4,617,651,374,136,107,34,530,65,95,58,false
2024-02-15 23:49:44,2024-02-16 23:25:09,UTCZ,2024-02-15 23:49:44,2024-02-16 06:11:53,73,13.5,362,378,175,77,110,16,493,37,95,77,false
2024-02-15 00:07:48,2024-02-15 23:49:44,UTCZ,2024-02-15 00:07:48,2024-02-15 08:09:14,86,13.7,457,477,225,119,113,20,531,61,96,68,false
2024-02-13 23:59:03,2024-02-15 00:07:48,UTCZ,2024-02-13 23:59:03,2024-02-14 06:14:27,75,14.1,366,375,146,93,127,9,489,0,97,76,false
2024-02-12 23:54:59,2024-02-13 23:59:03,UTCZ,2024-02-12 23:54:59,2024-02-13 08:38:25,100,14.3,514,523,292,86,136,9,467,0,98,60,false
2024-02-11 23:01:54,2024-02-12 23:54:59,UTCZ,2024-02-11 23:01:54,2024-02-12 11:55:45,100,14.5,687,773,350,165,172,86,461,0,89,59,false
2024-02-10 23:06:11,2024-02-11 23:01:54,UTCZ,2024-02-10 23:06:11,2024-02-11 08:50:11,100,14.9,521,584,325,102,94,63,501,23,89,74,false
2024-02-09 23:43:09,2024-02-10 23:06:11,UTCZ,2024-02-09 23:43:09,2024-02-10 09:24:49,93,13.7,504,576,215,114,175,72,540,56,87,71,false
2024-02-09 00:57:21,2024-02-09 23:43:09,UTCZ,2024-02-09 00:57:21,2024-02-09 08:56:16,84,13.9,456,476,173,116,167,20,544,71,95,67,false
2024-02-07 23:51:59,2024-02-09 00:57:21,UTCZ,2024-02-07 23:51:59,2024-02-08 06:32:22,73,13.3,390,400,182,106,102,10,533,61,97,68,false
2024-02-07 00:27:20,2024-02-07 23:51:59,UTCZ,2024-02-07 00:27:20,2024-02-07 07:03:22,76,13.5,389,394,234,80,75,5,513,34,98,69,false
2024-02-06 00:51:02,2024-02-07 00:27:20,UTCZ,2024-02-06 00:51:02,2024-02-06 07:43:55,88,13.5,401,411,199,95,107,10,454,0,98,64,false
2024-02-04 23:29:14,2024-02-06 00:51:02,UTCZ,2024-02-04 23:29:14,2024-02-05 10:07:05,100,14.3,572,636,324,129,119,64,402,44,92,52,false
2024-02-04 01:34:36,2024-02-04 23:29:14,UTCZ,2024-02-04 15:44:26,2024-02-04 17:33:04,19,15.6,95,105,51,22,22,10,496,44,100,,true
2024-02-04 01:34:36,2024-02-04 23:29:14,UTCZ,2024-02-04 01:34:36,2024-02-04 09:23:15,86,13.7,437,468,200,104,133,31,507,40,93,65,false
2024-02-03 00:07:56,2024-02-04 01:34:36,UTCZ,2024-02-03 00:07:56,2024-02-03 07:49:28,87,13.9,432,454,143,108,181,22,495,41,95,87,false
2024-02-02 00:35:54,2024-02-03 00:07:56,UTCZ,2024-02-02 00:35:54,2024-02-02 07:57:48,84,13.7,427,441,186,95,146,14,509,39,97,75,false
2024-01-31 23:54:18,2024-02-02 00:35:54,UTCZ,2024-01-31 23:54:18,2024-02-01 07:42:27,85,14.2,445,468,199,107,139,23,523,71,95,71,false
2024-01-31 00:06:02,2024-01-31 23:54:18,UTCZ,2024-01-31 16:20:00,2024-01-31 17:00:00,7,13.2,36,40,25,11,0,4,535,71,100,,true
2024-01-31 00:06:02,2024-01-31 23:54:18,UTCZ,2024-01-31 00:06:02,2024-01-31 06:51:30,73,13.4,390,403,163,95,132,13,532,71,97,77,false
2024-01-29 23:37:33,2024-01-31 00:06:02,UTCZ,2024-01-29 23:37:33,2024-01-30 06:07:22,73,14.1,378,389,160,96,122,11,521,58,97,67,false
2024-01-29 00:02:30,2024-01-29 23:37:33,UTCZ,2024-01-29 00:02:30,2024-01-29 06:24:37,76,13.9,370,382,190,82,98,12,486,0,97,57,false
2024-01-28 00:23:23,2024-01-29 00:02:30,UTCZ,2024-01-28 00:23:23,2024-01-28 10:35:15,100,14.2,587,609,261,146,180,22,540,64,96,57,false
2024-01-27 00:37:35,2024-01-28 00:23:23,UTCZ,2024-01-27 00:37:35,2024-01-27 06:45:46,73,14.5,348,368,137,78,133,20,477,0,94,76,false
2024-01-26 00:29:10,2024-01-27 00:37:35,UTCZ,2024-01-26 00:29:10,2024-01-26 08:04:03,100,13.4,448,454,222,111,115,6,435,18,98,63,false
2024-01-24 22:36:16,2024-01-26 00:29:10,UTCZ,2024-01-25 18:00:00,2024-01-25 19:05:00,11,13.2,51,65,39,12,0,14,476,18,94,,true
2024-01-24 22:36:16,2024-01-26 00:29:10,UTCZ,2024-01-24 22:36:16,2024-01-25 06:44:37,92,13.5,427,488,183,99,145,61,464,0,88,74,false
2024-01-24 00:07:07,2024-01-24 22:36:16,UTCZ,2024-01-24 00:07:07,2024-01-24 08:37:06,100,13.5,486,505,189,121,176,19,477,8,96,81,false
2024-01-23 00:24:06,2024-01-24 00:07:07,UTCZ,2024-01-23 00:24:06,2024-01-23 08:18:31,97,14.2,450,472,182,92,176,22,463,0,95,79,false
2024-01-21 23:31:26,2024-01-23 00:24:06,UTCZ,2024-01-21 23:31:26,2024-01-22 08:59:05,100,14.4,494,567,269,102,123,73,491,0,87,79,false
2024-01-20 23:55:22,2024-01-21 23:31:26,UTCZ,2024-01-20 23:55:22,2024-01-21 10:36:08,100,14.2,578,640,319,86,173,62,476,0,90,76,false
2024-01-20 00:17:40,2024-01-20 23:55:22,UTCZ,2024-01-20 00:17:40,2024-01-20 10:04:04,100,13.9,572,586,316,93,163,14,461,0,97,70,false
2024-01-19 00:04:38,2024-01-20 00:17:40,UTCZ,2024-01-19 00:04:38,2024-01-19 09:43:50,100,13.7,541,579,250,142,149,38,513,46,95,63,false
2024-01-17 22:40:33,2024-01-19 00:04:38,UTCZ,2024-01-17 22:40:33,2024-01-18 06:34:00,82,14.5,431,473,222,52,157,42,523,56,93,64,false
2024-01-17 00:26:00,2024-01-17 22:40:33,UTCZ,2024-01-17 00:26:00,2024-01-17 07:42:55,78,14.5,409,436,206,87,116,27,523,50,95,73,false
2024-01-16 00:06:20,2024-01-17 00:26:00,UTCZ,2024-01-16 00:06:20,2024-01-16 06:42:24,79,14.1,373,395,162,82,129,22,475,10,95,73,false
2024-01-15 00:43:24,2024-01-16 00:06:20,UTCZ,2024-01-15 00:43:24,2024-01-15 08:51:16,97,14.4,474,487,211,117,146,13,490,16,97,66,false
2024-01-14 01:57:23,2024-01-15 00:43:24,UTCZ,2024-01-14 01:57:23,2024-01-14 10:30:43,94,14.4,485,512,256,130,99,27,517,51,95,51,false
2024-01-13 00:28:18,2024-01-14 01:57:23,UTCZ,2024-01-13 00:28:18,2024-01-13 07:13:29,79,13.9,380,398,148,100,132,18,482,16,96,63,false
2024-01-12 00:25:13,2024-01-13 00:28:18,UTCZ,2024-01-12 00:25:13,2024-01-12 08:35:29,94,14.2,476,490,247,99,130,14,509,15,97,49,false
2024-01-11 00:49:03,2024-01-12 00:25:13,UTCZ,2024-01-11 00:49:03,2024-01-11 06:59:09,92,14.6,359,370,203,69,87,11,390,0,97,53,false
2024-01-09 22:19:13,2024-01-11 00:49:03,UTCZ,2024-01-10 15:17:15,2024-01-10 16:54:20,17,17.7,77,97,61,16,0,20,454,0,81,,true
2024-01-09 22:19:13,2024-01-11 00:49:03,UTCZ,2024-01-09 22:19:13,2024-01-10 11:15:29,100,14.1,661,774,491,122,48,113,465,0,85,71,false
2024-01-08 22:09:39,2024-01-09 22:19:13,UTCZ,2024-01-08 22:09:39,2024-01-09 10:40:55,100,14.8,625,747,346,143,136,122,455,0,83,57,false
2024-01-08 01:34:22,2024-01-08 22:09:39,UTCZ,2024-01-08 01:34:22,2024-01-08 10:52:25,100,15.2,520,554,334,86,100,34,454,0,94,56,false
2024-01-07 00:16:28,2024-01-08 01:34:22,UTCZ,2024-01-07 00:16:28,2024-01-07 10:53:49,100,14.1,603,624,316,129,158,21,460,0,96,48,false
2024-01-05 23:05:33,2024-01-07 00:16:28,UTCZ,2024-01-05 23:05:33,2024-01-06 06:35:27,100,14.0,401,449,190,100,111,48,398,29,89,26,false
2024-01-05 00:22:06,2024-01-05 23:05:33,UTCZ,2024-01-05 16:49:41,2024-01-05 18:38:48,19,14.6,93,109,80,13,0,16,484,29,85,,true
2024-01-05 00:22:06,2024-01-05 23:05:33,UTCZ,2024-01-05 00:22:06,2024-01-05 07:14:09,87,15.0,399,409,241,86,72,10,457,0,98,42,false
2024-01-04 01:02:24,2024-01-05 00:22:06,UTCZ,2024-01-04 01:02:24,2024-01-04 11:06:35,100,14.3,582,604,360,116,106,22,461,0,96,23,false
2024-01-02 20:40:30,2024-01-04 01:02:24,UTCZ,2024-01-02 20:40:30,2024-01-03 10:38:17,100,14.7,621,837,413,134,74,216,455,0,74,15,false
2024-01-02 01:39:54,2024-01-02 20:40:30,UTCZ,2024-01-02 01:39:54,2024-01-02 16:22:52,100,14.4,617,881,401,132,84,264,270,0,70,15,false
2023-12-31 22:23:39,2024-01-02 01:39:54,UTCZ,2024-01-01 13:29:18,2024-01-01 19:47:06,42,15.9,192,374,122,45,25,182,454,0,51,,true
2023-12-31 22:23:39,2024-01-02 01:39:54,UTCZ,2023-12-31 22:23:39,2024-01-01 10:28:00,100,15.2,593,722,385,93,115,129,513,57,83,3,false
2023-12-31 10:41:54,2023-12-31 22:23:39,UTCZ,2023-12-31 10:41:54,2023-12-31 17:30:56,80,16.5,356,409,259,55,42,53,446,72,87,4,false
2023-12-29 23:30:00,2023-12-31 10:41:54,UTCZ,2023-12-30 17:13:42,2023-12-30 19:30:57,23,17.3,127,137,72,26,29,10,561,72,93,,true
2023-12-29 23:30:00,2023-12-31 10:41:54,UTCZ,2023-12-29 23:30:00,2023-12-30 06:21:00,73,15.7,387,411,268,72,47,24,532,53,94,,false
2023-12-29 00:17:40,2023-12-29 23:30:00,UTCZ,2023-12-29 00:17:40,2023-12-29 07:06:27,78,13.4,381,408,167,83,131,27,487,0,93,,false
2023-04-06 00:26:02,2023-04-07 00:26:02,UTC+01:00,2023-04-06 00:26:02,2023-04-06 07:38:38,92,13.7,405,432,246,79,80,27,439,49,93,44,false
2023-04-05 00:19:43,2023-04-06 00:26:02,UTC+01:00,2023-04-05 16:18:26,2023-04-05 18:30:37,21,14.6,108,132,46,51,11,24,511,49,85,,true
2023-04-05 00:19:43,2023-04-06 00:26:02,UTC+01:00,2023-04-05 00:19:43,2023-04-05 06:57:13,78,13.8,378,397,207,79,92,19,486,0,95,56,false
2023-04-04 00:28:15,2023-04-05 00:19:43,UTC+01:00,2023-04-04 00:28:15,2023-04-04 08:46:17,100,13.6,455,494,199,102,154,39,401,0,95,43,false
2023-04-03 01:51:40,2023-04-04 00:28:15,UTC+01:00,2023-04-03 13:46:34,2023-04-03 15:02:31,14,16.9,62,76,62,0,0,14,454,0,81,,true
2023-04-03 01:51:40,2023-04-04 00:28:15,UTC+01:00,2023-04-03 01:51:40,2023-04-03 09:16:16,100,13.9,420,442,265,117,38,22,333,0,95,21,false
2023-04-02 00:26:04,2023-04-03 01:51:40,UTC+01:00,2023-04-02 20:17:36,2023-04-02 23:30:50,27,17.3,124,193,114,6,4,69,457,0,64,,true
2023-04-02 00:26:04,2023-04-03 01:51:40,UTC+01:00,2023-04-02 00:26:04,2023-04-02 11:55:48,100,14.2,601,685,348,159,94,84,437,56,87,33,false
2023-04-01 00:01:59,2023-04-02 00:26:04,UTC+01:00,2023-04-01 17:26:27,2023-04-01 19:18:26,15,13.8,76,111,37,22,17,35,513,56,78,,true
2023-04-01 00:01:59,2023-04-02 00:26:04,UTC+01:00,2023-04-01 00:01:59,2023-04-01 06:42:22,75,13.9,381,400,205,92,84,19,506,27,95,70,false
2023-03-30 23:05:15,2023-04-01 00:01:59,UTC+01:00,2023-03-30 23:05:15,2023-03-31 06:51:31,88,14.1,442,464,223,90,129,22,502,0,96,54,false
2023-03-30 00:35:00,2023-03-30 23:05:15,UTC+01:00,2023-03-30 00:35:00,2023-03-30 09:30:00,100,13.7,500,535,227,127,146,35,436,36,93,45,false
2023-03-28 23:48:35,2023-03-30 00:35:00,UTC+01:00,2023-03-29 16:00:00,2023-03-29 17:15:00,12,13.3,59,75,27,22,10,16,491,36,95,,true
2023-03-28 23:48:35,2023-03-30 00:35:00,UTC+01:00,2023-03-28 23:48:35,2023-03-29 06:20:48,84,13.8,369,391,199,67,103,22,439,31,95,48,false
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-28 17:49:02,2023-03-28 18:49:36,12,12.9,56,61,18,9,29,5,486,31,96,,true
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-27 23:38:07,2023-03-28 06:49:17,86,13.3,400,431,172,87,141,31,466,0,94,54,false
2023-03-27 00:09:03,2023-03-27 22:38:07,UTCZ,2023-03-27 00:09:03,2023-03-27 08:06:21,100,13.8,449,474,207,90,152,25,333,13,96,54,false
2023-03-26 01:35:58,2023-03-27 00:09:03,UTCZ,2023-03-26 16:42:03,2023-03-26 19:34:07,30,17.6,142,172,98,24,20,30,473,13,84,,true
2023-03-26 01:35:58,2023-03-27 00:09:03,UTCZ,2023-03-26 01:35:58,2023-03-26 09:16:29,94,14.1,443,458,186,101,156,15,470,0,96,59,false
2023-03-24 23:45:58,2023-03-26 01:35:58,UTCZ,2023-03-24 23:45:58,2023-03-25 09:15:33,100,13.9,520,564,227,128,165,44,423,38,92,60,false
2023-03-23 23:20:54,2023-03-24 23:45:58,UTCZ,2023-03-24 16:27:37,2023-03-24 18:08:04,17,13.3,86,99,52,17,17,13,503,38,88,,true
2023-03-23 23:20:54,2023-03-24 23:45:58,UTCZ,2023-03-23 23:20:54,2023-03-24 07:17:16,83,13.7,450,476,243,95,112,26,542,29,97,68,false
2023-03-22 23:17:21,2023-03-23 23:20:54,UTCZ,2023-03-22 23:17:21,2023-03-23 06:55:25,87,13.8,420,458,221,87,112,38,481,0,92,64,false
2023-03-22 00:09:13,2023-03-22 23:17:21,UTCZ,2023-03-22 00:09:13,2023-03-22 09:23:25,100,13.7,525,554,232,90,203,29,485,13,95,59,false
2023-03-21 00:05:59,2023-03-22 00:09:13,UTCZ,2023-03-21 00:05:59,2023-03-21 07:42:37,94,13.8,445,457,264,93,88,12,473,0,97,52,false
2023-03-19 21:35:01,2023-03-21 00:05:59,UTCZ,2023-03-19 21:35:01,2023-03-20 08:37:51,100,14.6,534,663,295,125,114,129,259,0,82,22,false
2023-03-19 00:38:35,2023-03-19 21:35:01,UTCZ,2023-03-19 13:39:39,2023-03-19 18:30:27,43,18.3,194,290,152,20,22,96,454,0,69,,true
2023-03-19 00:38:35,2023-03-19 21:35:01,UTCZ,2023-03-19 00:38:35,2023-03-19 11:00:33,100,13.9,554,621,348,104,102,67,464,0,89,64,false
2023-03-17 23:36:41,2023-03-19 00:38:35,UTCZ,2023-03-17 23:36:41,2023-03-18 09:09:09,100,13.5,542,569,278,128,136,27,463,0,95,70,false
2023-03-17 00:37:54,2023-03-17 23:36:41,UTCZ,2023-03-17 00:37:54,2023-03-17 09:30:00,100,13.5,506,532,243,101,162,26,466,2,95,66,false
2023-03-16 00:10:11,2023-03-17 00:37:54,UTCZ,2023-03-16 00:10:11,2023-03-16 07:35:46,99,14.1,426,445,199,124,103,19,430,40,95,55,false
2023-03-14 23:55:44,2023-03-16 00:10:11,UTCZ,2023-03-15 15:45:00,2023-03-15 17:30:00,19,13.7,97,105,24,30,43,8,513,40,100,,true
2023-03-14 23:55:44,2023-03-16 00:10:11,UTCZ,2023-03-14 23:55:44,2023-03-15 06:22:11,82,13.8,375,384,156,107,112,9,459,0,97,78,false
2023-03-14 00:27:16,2023-03-14 23:55:44,UTCZ,2023-03-14 00:27:16,2023-03-14 09:18:52,100,13.7,509,525,238,104,167,16,487,5,96,70,false
2023-03-12 23:49:13,2023-03-14 00:27:16,UTCZ,2023-03-12 23:49:13,2023-03-13 08:08:42,98,13.8,471,499,227,108,136,28,480,0,97,67,false
2023-03-11 22:03:20,2023-03-12 23:49:13,UTCZ,2023-03-11 22:03:20,2023-03-12 09:32:07,100,13.7,579,688,308,142,129,109,454,0,84,48,false
2023-03-11 01:49:12,2023-03-11 22:03:20,UTCZ,2023-03-11 01:49:12,2023-03-11 10:58:36,100,14.5,507,544,301,101,105,37,495,29,93,48,false
2023-03-09 23:18:49,2023-03-11 01:49:12,UTCZ,2023-03-09 23:18:49,2023-03-10 07:09:23,87,13.6,453,470,218,140,95,17,522,27,96,72,false
2023-03-08 23:54:30,2023-03-09 23:18:49,UTCZ,2023-03-08 23:54:30,2023-03-09 07:41:42,88,13.4,432,461,237,119,76,29,493,0,95,65,false
2023-03-08 01:03:09,2023-03-08 23:54:30,UTCZ,2023-03-08 01:03:09,2023-03-08 09:08:36,100,13.8,467,482,267,98,102,15,456,0,97,57,false
2023-03-07 00:35:24,2023-03-08 01:03:09,UTCZ,2023-03-07 00:35:24,2023-03-07 07:41:45,100,13.7,389,422,259,90,40,33,372,0,92,64,false
2023-03-05 23:49:41,2023-03-07 00:35:24,UTCZ,2023-03-06 16:30:00,2023-03-06 18:15:00,22,13.1,101,105,29,24,48,4,456,0,99,,true
2023-03-05 23:49:41,2023-03-07 00:35:24,UTCZ,2023-03-05 23:49:41,2023-03-06 06:55:33,100,14.0,403,426,257,67,79,23,371,0,94,58,false
2023-03-04 22:26:31,2023-03-05 23:49:41,UTCZ,2023-03-05 16:51:25,2023-03-05 18:45:20,22,18.4,102,114,55,0,47,12,454,0,91,,true
2023-03-04 22:26:31,2023-03-05 23:49:41,UTCZ,2023-03-04 22:26:31,2023-03-05 09:05:19,100,13.9,563,635,283,153,127,72,492,67,88,51,false
2023-03-04 00:47:18,2023-03-04 22:26:31,UTCZ,2023-03-04 17:06:00,2023-03-04 18:15:00,8,14.9,44,69,18,12,14,25,532,67,93,,true
2023-03-04 00:47:18,2023-03-04 22:26:31,UTCZ,2023-03-04 00:47:18,2023-03-04 06:59:49,70,13.9,354,372,197,78,79,18,509,17,96,73,false
2023-03-03 00:11:00,2023-03-04 00:47:18,UTCZ,2023-03-03 00:11:00,2023-03-03 07:33:41,94,13.8,429,443,236,117,76,14,455,0,96,55,false
2023-03-02 00:56:51,2023-03-03 00:11:00,UTCZ,2023-03-02 00:56:51,2023-03-02 09:45:05,100,13.0,506,528,267,143,96,22,423,24,95,50,false
2023-03-01 00:26:25,2023-03-02 00:56:51,UTCZ,2023-03-01 16:50:00,2023-03-01 18:00:00,14,14.2,66,70,21,17,28,4,480,24,99,,true
2023-03-01 00:26:25,2023-03-02 00:56:51,UTCZ,2023-03-01 00:26:25,2023-03-01 07:09:43,89,13.1,382,403,163,103,116,21,430,36,95,47,false
2023-02-27 23:09:53,2023-03-01 00:26:25,UTCZ,2023-02-28 16:51:15,2023-02-28 18:15:24,15,13.6,76,84,53,12,11,8,505,36,93,,true
2023-02-27 23:09:53,2023-03-01 00:26:25,UTCZ,2023-02-27 23:09:53,2023-02-28 06:20:04,84,14.0,404,430,208,78,118,26,480,0,95,51,false
2023-02-27 00:54:16,2023-02-27 23:09:53,UTCZ,2023-02-27 00:54:16,2023-02-27 08:04:27,100,13.7,412,430,215,111,86,18,377,0,97,38,false
2023-02-26 00:39:18,2023-02-27 00:54:16,UTCZ,2023-02-26 17:53:40,2023-02-26 19:25:58,18,15.0,81,89,64,7,10,8,455,0,94,,true
2023-02-26 00:39:18,2023-02-27 00:54:16,UTCZ,2023-02-26 00:39:18,2023-02-26 13:04:48,100,14.7,609,745,423,135,51,136,503,29,81,43,false
2023-02-25 00:10:53,2023-02-26 00:39:18,UTCZ,2023-02-25 00:10:53,2023-02-25 07:44:38,87,13.3,417,453,286,56,75,36,482,0,94,56,false
2023-02-24 01:15:22,2023-02-25 00:10:53,UTCZ,2023-02-24 01:15:22,2023-02-24 10:18:24,100,13.4,504,539,209,114,181,35,486,18,94,47,false
2023-02-23 00:25:41,2023-02-24 01:15:22,UTCZ,2023-02-23 00:25:41,2023-02-23 07:36:21,92,13.5,403,429,228,91,84,26,439,42,95,51,false
2023-02-21 22:00:29,2023-02-23 00:25:41,UTCZ,2023-02-22 16:20:00,2023-02-22 18:00:00,17,13.4,84,100,41,26,17,16,504,42,100,,true
2023-02-21 22:00:29,2023-02-23 00:25:41,UTCZ,2023-02-21 22:00:29,2023-02-22 06:08:21,81,13.8,389,486,155,104,130,97,481,0,79,64,false
2023-02-20 23:57:37,2023-02-21 22:00:29,UTCZ,2023-02-20 23:57:37,2023-02-21 08:17:30,100,14.1,479,499,264,127,88,20,481,0,95,72,false
2023-02-19 23:31:43,2023-02-20 23:57:37,UTCZ,2023-02-19 23:31:43,2023-02-20 08:40:38,100,13.9,500,549,227,104,169,49,461,0,92,53,false
2023-02-19 00:54:02,2023-02-19 23:31:43,UTCZ,2023-02-19 00:54:02,2023-02-19 10:09:40,100,13.5,526,554,303,120,103,28,460,0,95,48,false
2023-02-18 00:37:17,2023-02-19 00:54:02,UTCZ,2023-02-18 00:37:17,2023-02-18 07:32:34,100,13.5,388,412,172,92,124,24,370,11,94,58,false
2023-02-17 00:16:34,2023-02-18 00:37:17,UTCZ,2023-02-17 16:03:52,2023-02-17 18:11:15,25,13.7,117,127,53,49,15,10,469,11,93,,true
2023-02-17 00:16:34,2023-02-18 00:37:17,UTCZ,2023-02-17 00:16:34,2023-02-17 06:46:23,95,13.5,362,387,168,107,87,25,383,18,94,44,false
2023-02-15 23:29:32,2023-02-17 00:16:34,UTCZ,2023-02-16 16:50:00,2023-02-16 19:04:00,25,13.3,119,134,45,28,46,15,482,18,95,,true
2023-02-15 23:29:32,2023-02-17 00:16:34,UTCZ,2023-02-15 23:29:32,2023-02-16 07:03:46,92,14.0,420,454,226,100,94,34,456,0,93,59,false
2023-02-14 23:16:18,2023-02-15 23:29:32,UTCZ,2023-02-14 23:16:18,2023-02-15 07:41:28,100,13.9,490,504,268,89,133,14,478,0,97,50,false
2023-02-13 22:59:17,2023-02-14 23:16:18,UTCZ,2023-02-13 22:59:17,2023-02-14 08:18:17,100,13.8,472,555,271,93,108,83,459,0,85,32,false
2023-02-13 03:46:59,2023-02-13 22:59:17,UTCZ,2023-02-13 03:46:59,2023-02-13 12:29:24,100,13.5,428,522,233,76,119,94,386,0,82,21,false
2023-02-12 00:18:21,2023-02-13 03:46:59,UTCZ,2023-02-12 20:17:35,2023-02-12 21:48:54,15,17.6,69,88,56,2,11,19,455,0,83,,true
2023-02-12 00:18:21,2023-02-13 03:46:59,UTCZ,2023-02-12 00:18:21,2023-02-12 10:03:18,100,13.4,547,584,228,152,167,37,458,61,94,54,false
2023-02-11 00:31:20,2023-02-12 00:18:21,UTCZ,2023-02-11 17:29:47,2023-02-11 19:07:50,15,14.1,78,91,28,26,24,13,537,61,97,,true
2023-02-11 00:31:20,2023-02-12 00:18:21,UTCZ,2023-02-11 00:31:20,2023-02-11 08:03:11,73,14.0,373,452,170,96,107,79,511,33,84,73,false
2023-02-09 23:47:14,2023-02-11 00:31:20,UTCZ,2023-02-09 23:47:14,2023-02-10 06:51:10,85,13.7,402,416,227,78,97,14,476,0,96,70,false
2023-02-08 23:35:50,2023-02-09 23:47:14,UTCZ,2023-02-08 23:35:50,2023-02-09 08:34:39,100,13.6,510,538,278,130,102,28,475,0,94,62,false
2023-02-08 00:33:50,2023-02-08 23:35:50,UTCZ,2023-02-08 00:33:50,2023-02-08 07:33:56,100,13.8,387,418,194,102,91,31,343,0,92,54,false
2023-02-06 23:40:26,2023-02-08 00:33:50,UTCZ,2023-02-07 15:57:37,2023-02-07 18:12:12,27,13.6,124,135,79,12,33,11,466,0,92,,true
2023-02-06 23:40:26,2023-02-08 00:33:50,UTCZ,2023-02-06 23:40:26,2023-02-07 07:09:51,100,13.6,430,447,245,96,89,17,357,0,98,61,false
2023-02-05 23:49:56,2023-02-06 23:40:26,UTCZ,2023-02-06 16:45:09,2023-02-06 18:30:54,22,18.3,100,105,6,64,30,5,455,0,94,,true
2023-02-05 23:49:56,2023-02-06 23:40:26,UTCZ,2023-02-05 23:49:56,2023-02-06 09:49:19,100,13.4,575,599,342,114,119,24,481,0,96,74,false
2023-02-05 00:27:44,2023-02-05 23:49:56,UTCZ,2023-02-05 00:27:44,2023-02-05 10:05:30,100,13.7,551,578,274,110,167,27,520,42,95,61,false
2023-02-03 23:33:19,2023-02-05 00:27:44,UTCZ,2023-02-03 23:33:19,2023-02-04 06:34:23,81,13.9,393,421,215,110,68,28,486,18,93,78,false
2023-02-02 23:40:35,2023-02-03 23:33:19,UTCZ,2023-02-02 23:40:35,2023-02-03 07:44:36,92,14.0,448,482,218,104,126,34,489,0,93,70,false
2023-02-02 00:07:39,2023-02-02 23:40:35,UTCZ,2023-02-02 00:07:39,2023-02-02 09:23:46,100,14.1,487,547,293,77,117,60,428,17,90,61,false
2023-01-31 22:57:38,2023-02-02 00:07:39,UTCZ,2023-02-01 16:40:00,2023-02-01 17:50:00,13,13.2,61,70,27,14,20,9,474,17,100,,true
2023-01-31 22:57:38,2023-02-02 00:07:39,UTCZ,2023-01-31 22:57:38,2023-02-01 07:08:23,94,13.6,463,488,254,126,83,25,495,22,94,72,false
2023-01-30 23:59:17,2023-01-31 22:57:38,UTCZ,2023-01-30 23:59:17,2023-01-31 08:27:41,90,13.3,488,508,161,139,188,20,545,76,96,74,false
2023-01-30 00:55:55,2023-01-30 23:59:17,UTCZ,2023-01-30 00:55:55,2023-01-30 06:18:55,66,13.1,300,322,97,102,101,22,454,0,94,75,false
2023-01-28 23:23:25,2023-01-30 00:55:55,UTCZ,2023-01-28 23:23:25,2023-01-29 09:30:39,100,13.8,546,607,294,102,150,61,482,8,91,70,false
2023-01-28 00:37:51,2023-01-28 23:23:25,UTCZ,2023-01-28 00:37:51,2023-01-28 08:40:54,97,14.3,458,479,247,86,125,21,474,0,95,70,false
2023-01-27 00:23:47,2023-01-28 00:37:51,UTCZ,2023-01-27 00:23:47,2023-01-27 09:16:50,100,13.2,512,529,261,96,155,17,470,0,96,63,false
2023-01-26 00:35:12,2023-01-27 00:23:47,UTCZ,2023-01-26 00:35:12,2023-01-26 07:35:18,100,13.4,404,420,164,122,118,16,375,40,96,52,false
2023-01-24 23:32:12,2023-01-26 00:35:12,UTCZ,2023-01-25 15:25:00,2023-01-25 17:55:00,28,12.6,143,150,84,35,24,7,505,40,95,,true
