Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-06-25 00:18:08,2024-06-26 01:44:13,UTC+01:00,2024-06-25 00:18:08,2024-06-25 08:33:06,99,13.8,464,492,239,130,95,28,471,2,94,59,false
2024-06-23 22:21:17,2024-06-25 00:18:08,UTC+01:00,2024-06-23 22:21:17,2024-06-24 07:39:20,99,14.8,483,556,273,127,83,73,486,0,88,58,false
2024-06-22 23:04:27,2024-06-23 22:21:17,UTC+01:00,2024-06-22 23:04:27,2024-06-23 09:06:43,100,14.1,558,602,320,130,108,44,288,0,92,37,false
2024-06-21 23:05:22,2024-06-22 23:04:27,UTC+01:00,2024-06-22 15:15:20,2024-06-22 19:06:32,37,16.3,166,231,85,54,27,65,454,0,71,,true
2024-06-21 23:05:22,2024-06-22 23:04:27,UTC+01:00,2024-06-21 23:05:22,2024-06-22 10:20:13,100,13.5,575,672,277,146,152,97,504,47,87,58,false
2024-06-20 23:55:31,2024-06-21 23:05:22,UTC+01:00,2024-06-20 23:55:31,2024-06-21 07:01:23,82,14.0,416,425,210,101,105,9,510,34,97,82,false
2024-06-19 23:26:11,2024-06-20 23:55:31,UTC+01:00,2024-06-19 23:26:11,2024-06-20 07:43:40,90,13.3,481,497,186,112,183,16,534,75,96,72,false
2024-06-19 00:09:58,2024-06-19 23:26:11,UTC+01:00,2024-06-19 00:09:58,2024-06-19 06:45:33,72,13.9,376,395,212,90,74,19,526,48,95,71,false
2024-06-18 00:08:03,2024-06-19 00:09:58,UTC+01:00,2024-06-18 00:08:03,2024-06-18 06:34:01,79,13.4,364,384,136,102,126,20,462,0,98,72,false
2024-06-17 00:48:37,2024-06-18 00:08:03,UTC+01:00,2024-06-17 00:48:37,2024-06-17 07:41:30,100,13.3,399,410,139,110,150,11,322,0,97,48,false
2024-06-16 00:07:14,2024-06-17 00:48:37,UTC+01:00,2024-06-16 17:22:05,2024-06-16 19:40:02,29,15.3,131,137,81,32,18,6,453,0,96,,true
2024-06-16 00:07:14,2024-06-17 00:48:37,UTC+01:00,2024-06-16 00:07:14,2024-06-16 09:46:23,100,14.0,538,576,217,159,162,38,501,44,93,66,false
2024-06-14 23:48:00,2024-06-16 00:07:14,UTC+01:00,2024-06-14 23:48:00,2024-06-15 07:40:58,83,14.1,440,472,228,116,96,32,530,70,94,68,false
2024-06-14 00:08:22,2024-06-14 23:48:00,UTC+01:00,2024-06-14 19:00:00,2024-06-14 19:30:00,6,13.9,29,30,29,0,0,1,536,70,99,,true
2024-06-14 00:08:22,2024-06-14 23:48:00,UTC+01:00,2024-06-14 00:08:22,2024-06-14 06:09:21,71,13.6,340,360,113,99,128,20,481,0,95,73,false
2024-06-13 00:07:59,2024-06-14 00:08:22,UTC+01:00,2024-06-13 00:07:59,2024-06-13 07:43:39,100,13.6,440,455,212,100,128,15,431,15,96,53,false
2024-06-12 00:51:35,2024-06-13 00:07:59,UTC+01:00,2024-06-12 16:24:32,2024-06-12 17:59:42,18,14.6,83,95,64,16,3,12,469,15,89,,true
2024-06-12 00:51:35,2024-06-13 00:07:59,UTC+01:00,2024-06-12 00:51:35,2024-06-12 09:57:08,96,13.5,524,545,223,135,166,21,548,77,96,61,false
2024-06-11 00:23:20,2024-06-12 00:51:35,UTC+01:00,2024-06-11 00:23:20,2024-06-11 06:52:12,71,12.9,368,388,142,91,135,20,522,47,95,75,false
2024-06-10 00:44:27,2024-06-11 00:23:20,UTC+01:00,2024-06-10 00:44:27,2024-06-10 07:06:35,80,13.9,371,382,145,79,147,11,465,0,97,69,false
2024-06-08 23:11:05,2024-06-10 00:44:27,UTC+01:00,2024-06-08 23:11:05,2024-06-09 08:38:16,100,13.5,502,567,179,131,192,65,429,35,88,56,false
2024-06-08 00:45:03,2024-06-08 23:11:05,UTC+01:00,2024-06-08 16:47:02,2024-06-08 18:01:03,14,12.8,66,74,54,12,0,8,491,35,92,,true
2024-06-08 00:45:03,2024-06-08 23:11:05,UTC+01:00,2024-06-08 00:45:03,2024-06-08 07:09:34,84,13.8,369,384,216,78,75,15,439,42,96,62,false
2024-06-07 00:17:37,2024-06-08 00:45:03,UTC+01:00,2024-06-07 20:39:55,2024-06-07 21:52:58,12,14.0,57,73,57,0,0,16,497,42,81,,true
2024-06-07 00:17:37,2024-06-08 00:45:03,UTC+01:00,2024-06-07 00:17:37,2024-06-07 08:47:08,84,14.2,455,509,168,127,160,54,541,66,90,74,false
2024-06-06 00:07:20,2024-06-07 00:17:37,UTC+01:00,2024-06-06 00:07:20,2024-06-06 06:51:34,75,13.4,391,404,163,93,135,13,523,61,97,72,false
2024-06-05 00:12:40,2024-06-06 00:07:20,UTC+01:00,2024-06-05 00:12:40,2024-06-05 06:35:45,75,13.7,363,383,177,83,103,20,487,0,96,67,false
2024-06-03 23:04:29,2024-06-05 00:12:40,UTC+01:00,2024-06-03 23:04:29,2024-06-04 08:07:38,100,13.8,486,543,242,129,115,57,477,22,89,68,false
2024-06-02 22:56:16,2024-06-03 23:04:29,UTC+01:00,2024-06-02 22:56:16,2024-06-03 07:16:27,92,14.0,418,493,219,98,101,75,454,0,85,60,false
2024-06-01 19:05:44,2024-06-02 22:56:16,UTC+01:00,2024-06-01 19:05:44,2024-06-02 09:01:36,100,15.7,584,835,332,125,127,251,522,67,70,35,false
2024-06-01 00:58:01,2024-06-01 19:05:44,UTC+01:00,2024-06-01 00:58:01,2024-06-01 09:06:51,82,14.3,464,488,207,110,147,24,569,85,94,62,false
2024-05-30 23:51:50,2024-06-01 00:58:01,UTC+01:00,2024-05-30 23:51:50,2024-05-31 06:13:58,68,13.9,363,381,159,80,124,18,535,54,97,61,false
2024-05-30 00:30:05,2024-05-30 23:51:50,UTC+01:00,2024-05-30 00:30:05,2024-05-30 08:05:45,80,14.2,434,455,221,120,93,21,543,85,95,54,false
2024-05-29 00:40:55,2024-05-30 00:30:05,UTC+01:00,2024-05-29 19:00:00,2024-05-29 19:31:00,4,14.7,23,31,23,0,0,8,541,85,76,,true
2024-05-29 00:40:55,2024-05-30 00:30:05,UTC+01:00,2024-05-29 00:40:55,2024-05-29 05:43:44,63,14.4,288,298,91,72,125,10,458,0,97,50,false
2024-05-28 01:55:04,2024-05-29 00:40:55,UTC+01:00,2024-05-28 01:55:04,2024-05-28 11:03:52,100,13.3,531,548,295,137,99,17,413,0,97,36,false
2024-05-27 00:17:24,2024-05-28 01:55:04,UTC+01:00,2024-05-27 19:17:59,2024-05-27 20:18:33,12,13.8,54,58,36,7,11,4,459,0,94,,true
2024-05-27 00:17:24,2024-05-28 01:55:04,UTC+01:00,2024-05-27 00:17:24,2024-05-27 07:42:00,100,14.1,401,444,232,73,96,43,356,0,90,43,false
2024-05-25 22:51:59,2024-05-27 00:17:24,UTC+01:00,2024-05-26 15:33:52,2024-05-26 17:39:48,23,18.0,106,125,57,23,26,19,454,0,86,,true
2024-05-25 22:51:59,2024-05-27 00:17:24,UTC+01:00,2024-05-25 22:51:59,2024-05-26 10:07:59,100,14.2,607,675,299,131,177,61,530,54,90,59,false
2024-05-24 23:02:01,2024-05-25 22:51:59,UTC+01:00,2024-05-24 23:02:01,2024-05-25 07:41:09,81,13.7,477,519,286,83,108,42,585,93,91,73,false
2024-05-24 00:47:49,2024-05-24 23:02:01,UTC+01:00,2024-05-24 00:47:49,2024-05-24 06:53:36,64,14.0,332,362,120,107,105,30,519,53,94,74,false
2024-05-22 23:44:48,2024-05-24 00:47:49,UTC+01:00,2024-05-22 23:44:48,2024-05-23 07:39:42,81,14.2,465,474,160,87,218,9,573,79,98,61,false
2024-05-22 00:29:12,2024-05-22 23:44:48,UTC+01:00,2024-05-22 00:29:12,2024-05-22 06:10:28,67,13.5,320,341,186,79,55,21,480,0,97,62,false
2024-05-21 00:51:02,2024-05-22 00:29:12,UTC+01:00,2024-05-21 00:51:02,2024-05-21 08:19:33,100,13.4,418,443,220,97,101,25,412,74,94,44,false
2024-05-20 00:21:12,2024-05-21 00:51:02,UTC+01:00,2024-05-20 16:51:21,2024-05-20 19:07:51,22,16.2,116,136,88,10,18,20,528,74,93,,true
2024-05-20 00:21:12,2024-05-21 00:51:02,UTC+01:00,2024-05-20 00:21:12,2024-05-20 05:29:18,67,15.1,305,308,165,65,75,3,454,0,100,82,false
2024-05-19 01:02:56,2024-05-20 00:21:12,UTC+01:00,2024-05-19 01:02:56,2024-05-19 09:50:13,100,15.1,498,527,321,91,86,29,454,0,94,82,false
2024-05-18 01:13:44,2024-05-19 01:02:56,UTC+01:00,2024-05-18 01:13:44,2024-05-18 10:55:29,100,13.8,560,575,189,154,217,15,455,0,97,78,false
2024-05-17 01:46:11,2024-05-18 01:13:44,UTC+01:00,2024-05-17 01:46:11,2024-05-17 09:40:36,100,14.1,453,474,226,96,131,21,454,0,95,80,false
2024-05-16 00:52:04,2024-05-17 01:46:11,UTC+01:00,2024-05-16 00:52:04,2024-05-16 09:30:42,100,13.6,479,518,206,124,149,39,462,8,93,71,false
2024-05-15 01:35:12,2024-05-16 00:52:04,UTC+01:00,2024-05-15 01:35:12,2024-05-15 10:12:29,97,13.6,465,507,252,117,96,42,478,12,92,63,false
2024-05-14 01:17:45,2024-05-15 01:35:12,UTC+01:00,2024-05-14 01:17:45,2024-05-14 08:25:53,96,13.4,406,427,180,110,116,21,425,32,94,68,false
2024-05-13 00:34:42,2024-05-14 01:17:45,UTC+01:00,2024-05-13 19:42:15,2024-05-13 20:56:45,13,17.0,64,67,55,0,9,3,488,32,100,,true
2024-05-13 00:34:42,2024-05-14 01:17:45,UTC+01:00,2024-05-13 00:34:42,2024-05-13 07:43:56,89,13.5,417,426,222,102,93,9,468,44,98,70,false
2024-05-12 00:56:46,2024-05-13 00:34:42,UTC+01:00,2024-05-12 16:05:13,2024-05-12 17:08:39,9,13.7,45,63,36,9,0,18,505,44,93,,true
2024-05-12 00:56:46,2024-05-13 00:34:42,UTC+01:00,2024-05-12 00:56:46,2024-05-12 08:19:38,82,13.9,412,436,153,116,143,24,501,46,95,75,false
2024-05-11 00:53:49,2024-05-12 00:56:46,UTC+01:00,2024-05-11 00:53:49,2024-05-11 09:16:06,83,14.0,469,502,217,121,131,33,563,62,93,67,false
2024-05-10 01:08:09,2024-05-11 00:53:49,UTC+01:00,2024-05-10 01:08:09,2024-05-10 06:37:39,71,13.5,307,326,146,77,84,19,432,42,94,57,false
2024-05-09 00:52:57,2024-05-10 01:08:09,UTC+01:00,2024-05-09 20:01:30,2024-05-09 21:42:26,18,12.4,91,100,54,21,16,9,523,42,90,,true
2024-05-09 00:52:57,2024-05-10 01:08:09,UTC+01:00,2024-05-09 00:52:57,2024-05-09 08:33:26,84,13.7,449,460,146,134,169,11,533,48,97,63,false
2024-05-07 23:53:17,2024-05-09 00:52:57,UTC+01:00,2024-05-07 23:53:17,2024-05-08 06:29:50,80,14.4,378,396,206,69,103,18,474,1,95,59,false
2024-05-07 01:04:52,2024-05-07 23:53:17,UTC+01:00,2024-05-07 01:04:52,2024-05-07 09:13:12,100,14.5,464,487,179,107,178,23,465,0,97,53,false
2024-05-06 01:11:26,2024-05-07 01:04:52,UTC+01:00,2024-05-06 01:11:26,2024-05-06 10:57:50,100,13.8,553,584,302,108,143,31,320,0,95,38,false
2024-05-05 00:08:25,2024-05-06 01:11:26,UTC+01:00,2024-05-05 15:41:23,2024-05-05 18:34:25,29,16.9,133,173,86,10,37,40,453,0,77,,true
2024-05-05 00:08:25,2024-05-06 01:11:26,UTC+01:00,2024-05-05 00:08:25,2024-05-05 09:50:59,100,14.4,559,582,281,107,171,23,530,111,96,49,false
2024-05-04 00:07:04,2024-05-05 00:08:25,UTC+01:00,2024-05-04 15:35:00,2024-05-04 17:00:00,13,12.4,75,85,45,9,21,10,578,111,89,,true
2024-05-04 00:07:04,2024-05-05 00:08:25,UTC+01:00,2024-05-04 00:07:04,2024-05-04 06:03:02,59,15.1,320,349,141,80,99,29,543,61,93,80,false
2024-05-03 00:19:23,2024-05-04 00:07:04,UTC+01:00,2024-05-03 00:19:23,2024-05-03 06:53:47,75,13.2,374,393,114,96,164,19,497,36,95,74,false
2024-05-02 00:25:43,2024-05-03 00:19:23,UTC+01:00,2024-05-02 00:25:43,2024-05-02 07:32:11,85,14.2,409,423,216,77,116,14,481,70,97,62,false
2024-05-01 00:05:23,2024-05-02 00:25:43,UTC+01:00,2024-05-01 18:57:00,2024-05-01 20:05:00,10,12.8,54,68,36,11,7,14,536,70,91,,true
2024-05-01 00:05:23,2024-05-02 00:25:43,UTC+01:00,2024-05-01 00:05:23,2024-05-01 06:18:19,71,14.5,354,370,143,103,108,16,495,0,96,71,false
2024-04-30 01:03:27,2024-05-01 00:05:23,UTC+01:00,2024-04-30 01:03:27,2024-04-30 09:50:15,100,13.6,509,526,246,114,149,17,471,1,97,67,false
2024-04-28 23:55:52,2024-04-30 01:03:27,UTC+01:00,2024-04-28 23:55:52,2024-04-29 07:43:24,100,13.7,426,467,168,112,146,41,427,5,91,64,false
2024-04-28 00:36:00,2024-04-28 23:55:52,UTC+01:00,2024-04-28 18:16:20,2024-04-28 19:22:40,12,13.4,59,61,47,12,0,2,487,5,96,,true
2024-04-28 00:36:00,2024-04-28 23:55:52,UTC+01:00,2024-04-28 00:36:00,2024-04-28 09:26:10,98,13.6,507,527,230,136,141,20,515,60,96,73,false
2024-04-27 00:06:51,2024-04-28 00:36:00,UTC+01:00,2024-04-27 00:06:51,2024-04-27 07:50:39,79,13.8,443,463,193,118,132,20,564,71,96,78,false
2024-04-26 00:42:16,2024-04-27 00:06:51,UTC+01:00,2024-04-26 00:42:16,2024-04-26 06:54:50,72,13.8,361,372,149,93,119,11,503,29,97,69,false
2024-04-24 23:43:46,2024-04-26 00:42:16,UTC+01:00,2024-04-24 23:43:46,2024-04-25 07:46:52,91,13.6,448,483,231,93,124,35,495,40,92,58,false
2024-04-24 01:47:38,2024-04-24 23:43:46,UTC+01:00,2024-04-24 01:47:38,2024-04-24 10:05:48,85,13.8,473,497,297,111,65,24,555,56,95,50,false
2024-04-23 00:11:56,2024-04-24 01:47:38,UTC+01:00,2024-04-23 00:11:56,2024-04-23 06:45:40,77,13.1,367,393,149,96,122,26,479,7,94,61,false
2024-04-21 22:55:57,2024-04-23 00:11:56,UTC+01:00,2024-04-21 22:55:57,2024-04-22 06:33:01,97,13.8,384,452,213,74,97,68,397,0,87,50,false
2024-04-21 01:00:33,2024-04-21 22:55:57,UTC+01:00,2024-04-21 19:11:29,2024-04-21 20:20:13,14,13.1,65,67,60,0,5,2,458,0,100,,true
2024-04-21 01:00:33,2024-04-21 22:55:57,UTC+01:00,2024-04-21 01:00:33,2024-04-21 09:52:00,100,13.3,496,531,199,119,178,35,482,22,96,58,false
2024-04-20 00:51:56,2024-04-21 01:00:33,UTC+01:00,2024-04-20 00:51:56,2024-04-20 07:44:18,92,12.9,374,409,177,62,135,35,409,31,94,61,false
2024-04-18 22:56:50,2024-04-20 00:51:56,UTC+01:00,2024-04-19 18:40:37,2024-04-19 20:05:48,16,12.5,79,85,59,20,0,6,488,31,92,,true
2024-04-18 22:56:50,2024-04-20 00:51:56,UTC+01:00,2024-04-18 22:56:50,2024-04-19 06:34:25,87,14.1,421,457,238,107,76,36,484,19,92,68,false
2024-04-18 00:56:12,2024-04-18 22:56:50,UTC+01:00,2024-04-18 00:56:12,2024-04-18 08:37:39,93,13.3,428,461,233,118,77,33,458,36,93,60,false
2024-04-16 23:08:58,2024-04-18 00:56:12,UTC+01:00,2024-04-17 19:20:42,2024-04-17 20:01:33,7,12.9,33,40,9,24,0,7,491,36,86,,true
2024-04-16 23:08:58,2024-04-18 00:56:12,UTC+01:00,2024-04-16 23:08:58,2024-04-17 07:21:10,89,13.4,441,487,237,91,113,46,497,26,90,62,false
2024-04-16 00:01:07,2024-04-16 23:08:58,UTC+01:00,2024-04-16 00:01:07,2024-04-16 07:21:24,91,14.2,414,440,204,92,118,26,455,0,94,66,false
2024-04-15 00:08:45,2024-04-16 00:01:07,UTC+01:00,2024-04-15 00:08:45,2024-04-15 09:37:51,100,14.1,530,566,292,92,146,36,512,54,95,53,false
2024-04-14 03:07:56,2024-04-15 00:08:45,UTC+01:00,2024-04-14 03:07:56,2024-04-14 11:00:54,84,13.9,435,464,194,97,144,29,520,53,94,31,false
2024-04-12 23:50:31,2024-04-14 03:07:56,UTC+01:00,2024-04-12 23:50:31,2024-04-13 07:18:04,80,13.3,417,445,182,102,133,28,523,58,96,80,false
2024-04-11 23:47:19,2024-04-12 23:50:31,UTC+01:00,2024-04-11 23:47:19,2024-04-12 06:56:48,78,13.5,403,427,150,120,133,24,520,44,95,70,false
2024-04-10 22:22:05,2024-04-11 23:47:19,UTC+01:00,2024-04-10 22:22:05,2024-04-11 06:28:21,83,13.5,431,486,193,102,136,55,520,50,88,55,false
2024-04-09 23:45:15,2024-04-10 22:22:05,UTC+01:00,2024-04-09 23:45:15,2024-04-10 06:08:26,78,14.1,359,381,144,86,129,22,460,0,94,62,false
2024-04-09 00:34:07,2024-04-09 23:45:15,UTC+01:00,2024-04-09 00:34:07,2024-04-09 09:16:18,100,13.6,500,514,241,111,148,14,425,42,97,50,false
2024-04-07 23:43:05,2024-04-09 00:34:07,UTC+01:00,2024-04-08 14:40:00,2024-04-08 16:01:00,16,14.2,78,81,34,16,28,3,499,42,100,,true
2024-04-07 23:43:05,2024-04-09 00:34:07,UTC+01:00,2024-04-07 23:43:05,2024-04-08 06:29:24,81,13.3,372,403,140,97,135,31,457,0,92,51,false
2024-04-06 23:54:26,2024-04-07 23:43:05,UTC+01:00,2024-04-06 23:54:26,2024-04-07 11:14:06,100,13.8,653,677,343,137,173,24,545,65,96,47,false
2024-04-06 00:08:04,2024-04-06 23:54:26,UTC+01:00,2024-04-06 00:08:04,2024-04-06 06:42:41,74,14.0,365,394,166,96,103,29,495,85,92,46,false
2024-04-05 00:14:06,2024-04-06 00:08:04,UTC+01:00,2024-04-05 16:50:00,2024-04-05 17:57:00,11,13.0,61,67,40,13,8,6,548,85,94,,true
2024-04-05 00:14:06,2024-04-06 00:08:04,UTC+01:00,2024-04-05 00:14:06,2024-04-05 06:38:08,68,13.7,364,384,161,86,117,20,536,60,94,45,false
2024-04-04 01:50:26,2024-04-05 00:14:06,UTC+01:00,2024-04-04 01:50:26,2024-04-04 07:39:43,73,13.5,335,349,191,89,55,14,456,0,96,83,false
2024-04-03 01:41:46,2024-04-04 01:50:26,UTC+01:00,2024-04-03 01:41:46,2024-04-03 11:03:30,100,13.4,540,552,280,126,134,12,350,0,97,68,false
2024-04-02 01:26:50,2024-04-03 01:41:46,UTC+01:00,2024-04-02 17:31:30,2024-04-02 19:29:16,23,17.1,103,117,94,9,0,14,453,0,89,,true
2024-04-02 01:26:50,2024-04-03 01:41:46,UTC+01:00,2024-04-02 01:26:50,2024-04-02 11:03:07,100,14.0,552,576,302,115,135,24,468,0,95,83,false
2024-04-01 00:05:32,2024-04-02 00:26:50,UTCZ,2024-04-01 00:05:32,2024-04-01 10:04:43,100,13.9,532,599,196,117,219,67,465,0,88,72,false
2024-03-31 00:03:27,2024-04-01 00:05:32,UTCZ,2024-03-31 00:03:27,2024-03-31 10:53:13,100,14.1,586,647,346,98,142,61,483,9,90,57,false
2024-03-30 01:53:06,2024-03-31 00:03:27,UTCZ,2024-03-30 01:53:06,2024-03-30 10:29:49,97,13.4,499,516,232,153,114,17,513,32,97,37,false
2024-03-28 23:32:28,2024-03-30 01:53:06,UTCZ,2024-03-28 23:32:28,2024-03-29 06:34:58,86,13.6,393,422,168,99,126,29,457,0,93,65,false
2024-03-27 23:03:25,2024-03-28 23:32:28,UTCZ,2024-03-27 23:03:25,2024-03-28 08:11:51,100,13.7,478,548,213,108,157,70,448,32,87,50,false
2024-03-26 22:48:12,2024-03-27 23:03:25,UTCZ,2024-03-27 17:30:00,2024-03-27 18:30:00,10,12.4,49,60,38,11,0,11,495,32,95,,true
2024-03-26 22:48:12,2024-03-27 23:03:25,UTCZ,2024-03-26 22:48:12,2024-03-27 06:06:59,85,14.3,373,431,212,67,94,58,439,46,86,39,false
2024-03-26 00:13:12,2024-03-26 22:48:12,UTCZ,2024-03-26 15:53:00,2024-03-26 17:30:00,15,13.8,74,97,31,34,9,23,502,46,92,,true
2024-03-26 00:13:12,2024-03-26 22:48:12,UTCZ,2024-03-26 00:13:12,2024-03-26 06:45:16,80,13.7,380,392,277,62,41,12,473,0,97,52,false
2024-03-24 22:31:37,2024-03-26 00:13:12,UTCZ,2024-03-24 22:31:37,2024-03-25 08:53:39,100,14.4,544,622,289,122,133,78,465,0,87,45,false
2024-03-24 00:40:36,2024-03-24 22:31:37,UTCZ,2024-03-24 00:40:36,2024-03-24 11:13:54,100,13.7,585,633,328,104,153,48,323,0,94,38,false
2024-03-22 23:36:54,2024-03-24 00:40:36,UTCZ,2024-03-23 16:47:54,2024-03-23 19:39:59,29,16.9,132,172,118,0,14,40,454,0,80,,true
2024-03-22 23:36:54,2024-03-24 00:40:36,UTCZ,2024-03-22 23:36:54,2024-03-23 11:58:57,100,13.8,644,742,324,158,162,98,477,71,86,34,false
2024-03-21 23:22:12,2024-03-22 23:36:54,UTCZ,2024-03-22 17:22:43,2024-03-22 18:36:15,13,13.7,69,73,42,22,5,4,530,71,96,,true
2024-03-21 23:22:12,2024-03-22 23:36:54,UTCZ,2024-03-21 23:22:12,2024-03-22 06:14:36,72,14.4,360,410,129,107,124,50,503,35,90,69,false
2024-03-21 00:28:37,2024-03-21 23:22:12,UTCZ,2024-03-21 00:28:37,2024-03-21 07:40:26,86,14.2,421,430,207,114,100,9,491,74,97,65,false
2024-03-20 00:37:36,2024-03-21 00:28:37,UTCZ,2024-03-20 18:55:00,2024-03-20 20:00:00,11,14.0,58,65,44,14,0,7,539,74,95,,true
2024-03-20 00:37:36,2024-03-21 00:28:37,UTCZ,2024-03-20 00:37:36,2024-03-20 06:49:49,70,14.1,354,371,139,88,127,17,503,30,96,77,false
2024-03-19 00:55:39,2024-03-20 00:37:36,UTCZ,2024-03-19 00:55:39,2024-03-19 08:16:22,90,14.4,408,437,185,106,117,29,456,0,94,72,false
2024-03-17 23:39:56,2024-03-19 00:55:39,UTCZ,2024-03-17 23:39:56,2024-03-18 10:06:14,100,14.0,602,626,326,121,155,24,454,0,96,71,false
2024-03-17 00:38:02,2024-03-17 23:39:56,UTCZ,2024-03-17 00:38:02,2024-03-17 09:29:10,100,14.9,506,526,162,146,198,20,479,21,96,67,false
2024-03-15 23:26:20,2024-03-17 00:38:02,UTCZ,2024-03-15 23:26:20,2024-03-16 07:03:26,93,13.9,421,456,176,87,158,35,453,0,92,63,false
2024-03-15 00:18:00,2024-03-15 23:26:20,UTCZ,2024-03-15 00:18:00,2024-03-15 09:14:25,100,13.6,518,533,197,133,188,15,454,48,97,57,false
2024-03-14 00:20:25,2024-03-15 00:18:00,UTCZ,2024-03-14 20:32:06,2024-03-14 21:34:06,11,15.8,58,61,58,0,0,3,513,48,96,,true
2024-03-14 00:20:25,2024-03-15 00:18:00,UTCZ,2024-03-14 00:20:25,2024-03-14 08:03:54,86,13.4,452,463,211,117,124,11,527,101,97,57,false
2024-03-12 23:50:31,2024-03-14 00:20:25,UTCZ,2024-03-13 15:56:00,2024-03-13 17:02:00,8,12.2,46,66,33,13,0,20,563,101,82,,true
2024-03-12 23:50:31,2024-03-14 00:20:25,UTCZ,2024-03-12 23:50:31,2024-03-13 05:36:33,62,14.1,337,346,183,62,92,9,540,37,98,64,false
2024-03-12 00:28:43,2024-03-12 23:50:31,UTCZ,2024-03-12 00:28:43,2024-03-12 07:38:58,88,14.2,413,430,193,73,147,17,471,0,99,54,false
2024-03-10 22:55:25,2024-03-12 00:28:43,UTCZ,2024-03-10 22:55:25,2024-03-11 09:52:36,100,13.8,559,656,202,141,216,97,294,127,85,40,false
2024-03-10 00:54:18,2024-03-10 22:55:25,UTCZ,2024-03-10 18:36:50,2024-03-10 20:37:28,27,12.5,109,120,78,24,7,11,403,127,92,,true
2024-03-10 00:54:18,2024-03-10 22:55:25,UTCZ,2024-03-10 05:26:00,2024-03-10 08:45:00,31,13.3,179,199,66,40,73,20,580,127,93,,true
2024-03-10 00:54:18,2024-03-10 22:55:25,UTCZ,2024-03-10 00:54:18,2024-03-10 03:21:48,22,13.9,112,147,54,36,22,35,519,59,85,72,false
2024-03-08 23:49:20,2024-03-10 00:54:18,UTCZ,2024-03-08 23:49:20,2024-03-09 07:11:32,78,13.7,423,442,121,117,185,19,543,71,96,76,false
2024-03-07 23:45:30,2024-03-08 23:49:20,UTCZ,2024-03-07 23:45:30,2024-03-08 06:11:59,72,13.9,371,381,174,88,109,10,515,18,97,73,false
2024-03-06 22:51:50,2024-03-07 23:45:30,UTCZ,2024-03-06 22:51:50,2024-03-07 08:06:04,95,13.4,528,554,201,136,191,26,558,79,95,61,false
2024-03-05 23:41:13,2024-03-06 22:51:50,UTCZ,2024-03-05 23:41:13,2024-03-06 06:25:33,69,14.3,350,404,152,99,99,54,509,32,95,65,false
2024-03-05 01:56:35,2024-03-05 23:41:13,UTCZ,2024-03-05 01:56:35,2024-03-05 09:51:00,90,13.6,456,473,268,86,102,17,506,28,96,60,false
2024-03-04 00:37:17,2024-03-05 01:56:35,UTCZ,2024-03-04 00:37:17,2024-03-04 07:41:56,90,13.5,409,422,112,105,192,13,453,0,96,60,false
2024-03-03 00:17:03,2024-03-04 00:37:17,UTCZ,2024-03-03 00:17:03,2024-03-03 10:05:35,100,13.5,565,586,244,131,190,21,544,71,96,57,false
2024-03-01 23:39:59,2024-03-03 00:17:03,UTCZ,2024-03-01 23:39:59,2024-03-02 06:38:50,73,13.5,397,417,175,105,117,20,540,55,95,75,false
2024-02-29 22:56:29,2024-03-01 23:39:59,UTCZ,2024-02-29 22:56:29,2024-03-01 06:34:26,77,14.2,379,457,197,79,103,78,490,17,82,67,false
2024-02-29 00:15:18,2024-02-29 22:56:29,UTCZ,2024-02-29 00:15:18,2024-02-29 08:15:49,94,13.4,461,476,260,104,97,15,489,63,96,67,false
2024-02-28 00:06:37,2024-02-29 00:15:18,UTCZ,2024-02-28 15:35:00,2024-02-28 16:40:00,8,12.2,44,65,37,7,0,21,530,63,95,,true
2024-02-28 00:06:37,2024-02-29 00:15:18,UTCZ,2024-02-28 00:06:37,2024-02-28 06:21:14,74,14.1,364,374,125,90,149,10,490,10,97,76,false
2024-02-26 23:55:35,2024-02-28 00:06:37,UTCZ,2024-02-26 23:55:35,2024-02-27 08:04:22,97,13.5,464,488,198,103,163,24,480,4,94,74,false
2024-02-26 00:19:30,2024-02-26 23:55:35,UTCZ,2024-02-26 00:19:30,2024-02-26 09:10:10,98,13.8,448,530,255,87,106,82,456,0,86,65,false
2024-02-25 01:05:07,2024-02-26 00:19:30,UTCZ,2024-02-25 01:05:07,2024-02-25 11:03:04,100,13.9,571,597,280,136,155,26,516,41,96,58,false
2024-02-24 00:41:18,2024-02-25 01:05:07,UTCZ,2024-02-24 00:41:18,2024-02-24 07:14:18,82,13.8,375,392,146,107,122,17,457,0,96,62,false
2024-02-23 01:00:00,2024-02-24 00:41:18,UTCZ,2024-02-23 01:00:00,2024-02-23 09:45:00,100,13.7,510,525,198,120,192,15,473,27,97,53,false
2024-02-21 23:58:22,2024-02-23 01:00:00,UTCZ,2024-02-22 20:31:00,2024-02-22 21:01:00,5,17.3,22,30,14,8,0,8,485,27,100,,true
