Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2024-03-01 23:39:59,2024-03-03 00:17:03,UTCZ,2024-03-02 19:19:30,2024-03-02 19:38:59,19,Assault Bike,7.2,196.0,148,136,0,29,71,0,0,false,,,
2024-02-29 22:56:29,2024-03-01 23:39:59,UTCZ,2024-03-01 21:18:00,2024-03-01 21:48:00,30,Spin,4.7,85.0,123,96,54,14,0,0,0,false,,,
2024-02-29 22:56:29,2024-03-01 23:39:59,UTCZ,2024-03-01 19:27:00,2024-03-01 20:28:29,61,Rugby,8.8,390.0,159,118,25,41,30,0,0,false,,,
2024-02-29 00:15:18,2024-02-29 22:56:29,UTCZ,2024-02-29 22:00:30,2024-02-29 22:42:29,41,Box Fitness,5.0,110.0,139,99,55,19,0,0,0,false,,,
2024-02-29 00:15:18,2024-02-29 22:56:29,UTCZ,2024-02-29 21:16:21,2024-02-29 21:37:00,20,Rowing,8.0,195.0,174,131,12,11,20,46,0,false,,,
2024-02-29 00:15:18,2024-02-29 22:56:29,UTCZ,2024-02-29 08:16:00,2024-02-29 08:36:00,20,Spin,5.0,93.0,129,111,43,57,0,0,0,false,,,
2024-02-28 00:06:37,2024-02-29 00:15:18,UTCZ,2024-02-28 21:01:00,2024-02-28 21:21:00,20,Spin,4.7,74.0,138,104,44,33,1,0,0,false,,,
2024-02-26 23:55:35,2024-02-28 00:06:37,UTCZ,2024-02-27 21:36:00,2024-02-27 22:19:49,43,Duathlon,9.0,344.0,154,126,22,23,54,0,0,false,,,
2024-02-26 00:19:30,2024-02-26 23:55:35,UTCZ,2024-02-26 11:00:00,2024-02-26 11:29:41,29,High Stress Work,12.7,405.0,198,153,1,3,33,36,27,false,,,
2024-02-25 01:05:07,2024-02-26 00:19:30,UTCZ,2024-02-25 23:08:00,2024-02-25 23:38:00,30,Spin,5.1,107.0,133,105,62,30,0,0,0,false,,,
2024-02-24 00:41:18,2024-02-25 01:05:07,UTCZ,2024-02-24 21:40:00,2024-02-24 22:12:00,32,HIIT,8.7,292.0,163,132,7,14,60,14,0,false,,,
2024-02-24 00:41:18,2024-02-25 01:05:07,UTCZ,2024-02-24 20:45:00,2024-02-24 21:35:00,50,Box Fitness,5.1,134.0,133,97,48,18,0,0,0,false,,,
2024-02-24 00:41:18,2024-02-25 01:05:07,UTCZ,2024-02-24 07:17:00,2024-02-24 07:37:00,20,Spin,4.8,88.0,129,108,16,68,0,0,0,false,,,
2024-02-23 01:00:00,2024-02-24 00:41:18,UTCZ,2024-02-23 19:47:00,2024-02-23 20:27:00,40,Cycling,5.7,158.0,143,107,58,35,1,0,0,false,,,
2024-02-21 23:58:22,2024-02-23 01:00:00,UTCZ,2024-02-22 21:57:00,2024-02-22 22:29:00,32,Spin,8.5,294.0,153,132,4,19,71,2,0,false,,,
2024-02-21 23:58:22,2024-02-23 01:00:00,UTCZ,2024-02-22 21:48:39,2024-02-22 21:54:00,5,Spin,4.0,10.0,108,94,59,0,0,0,0,false,,,
2024-02-21 23:58:22,2024-02-23 01:00:00,UTCZ,2024-02-22 07:46:00,2024-02-22 08:06:00,20,Spin,4.9,90.0,122,110,31,59,0,0,0,false,,,
2024-02-20 23:56:33,2024-02-21 23:58:22,UTCZ,2024-02-21 20:43:30,2024-02-21 21:03:09,19,HIIT,6.9,180.0,166,133,6,21,57,16,0,false,,,
2024-02-20 23:56:33,2024-02-21 23:58:22,UTCZ,2024-02-21 20:03:00,2024-02-21 20:34:00,31,Box Fitness,4.4,69.0,143,85,24,12,3,0,0,false,,,
2024-02-20 00:00:00,2024-02-20 23:56:33,UTCZ,2024-02-20 21:07:00,2024-02-20 21:20:00,13,HIIT,5.1,76.0,157,110,21,21,29,7,0,false,,,
2024-02-20 00:00:00,2024-02-20 23:56:33,UTCZ,2024-02-20 19:07:00,2024-02-20 20:10:00,63,Box Fitness,4.3,99.0,133,76,16,4,0,0,0,false,,,
2024-02-19 00:11:32,2024-02-20 00:00:00,UTCZ,2024-02-19 22:31:30,2024-02-19 22:50:59,19,HIIT,8.7,238.0,159,147,0,1,60,39,0,false,,,
2024-02-19 00:11:32,2024-02-20 00:00:00,UTCZ,2024-02-19 21:40:00,2024-02-19 22:22:00,42,Box Fitness,4.2,61.0,115,84,28,0,0,0,0,false,,,
2024-02-19 00:11:32,2024-02-20 00:00:00,UTCZ,2024-02-19 20:02:54,2024-02-19 20:21:00,18,Rowing,8.5,208.0,173,143,2,16,35,43,4,false,,,
2024-02-19 00:11:32,2024-02-20 00:00:00,UTCZ,2024-02-19 08:16:00,2024-02-19 08:36:00,20,Spin,4.7,73.0,125,105,53,34,0,0,0,false,,,
2024-02-16 23:25:09,2024-02-18 01:58:41,UTCZ,2024-02-17 20:30:00,2024-02-17 21:00:00,30,Rugby,6.1,167.0,153,115,38,44,18,0,0,false,,,
2024-02-16 23:25:09,2024-02-18 01:58:41,UTCZ,2024-02-17 18:48:00,2024-02-17 19:32:59,44,Rugby,7.3,262.0,151,116,34,50,16,0,0,false,,,
2024-02-15 23:49:44,2024-02-16 23:25:09,UTCZ,2024-02-16 17:22:30,2024-02-16 17:43:23,20,HIIT,6.1,135.0,173,112,10,33,22,11,1,false,,,
2024-02-15 23:49:44,2024-02-16 23:25:09,UTCZ,2024-02-16 16:00:00,2024-02-16 17:14:00,74,Box Fitness,4.4,120.0,144,79,25,3,0,0,0,false,,,
2024-02-15 23:49:44,2024-02-16 23:25:09,UTCZ,2024-02-16 06:14:00,2024-02-16 06:34:00,20,Cycling,4.7,75.0,126,106,67,26,0,0,0,false,,,
2024-02-15 00:07:48,2024-02-15 23:49:44,UTCZ,2024-02-15 20:52:04,2024-02-15 21:14:00,21,Rowing,4.5,49.0,124,99,87,2,0,0,0,false,,,
2024-02-13 23:59:03,2024-02-15 00:07:48,UTCZ,2024-02-14 20:45:00,2024-02-14 21:39:00,54,Box Fitness,4.2,78.0,120,81,26,1,0,0,0,false,,,
2024-02-13 23:59:03,2024-02-15 00:07:48,UTCZ,2024-02-14 06:25:00,2024-02-14 06:45:00,20,Spin,4.9,94.0,121,110,24,68,0,0,0,false,,,
2024-02-12 23:54:59,2024-02-13 23:59:03,UTCZ,2024-02-13 19:30:00,2024-02-13 20:28:29,58,Rugby,11.3,491.0,170,128,14,31,36,18,0,false,,,
2024-02-11 23:01:54,2024-02-12 23:54:59,UTCZ,2024-02-12 19:37:36,2024-02-12 20:06:00,28,Spin,8.7,280.0,157,134,4,2,78,10,0,false,,,
2024-02-11 23:01:54,2024-02-12 23:54:59,UTCZ,2024-02-12 19:03:00,2024-02-12 19:33:00,30,Spin,5.2,118.0,129,107,53,38,0,0,0,false,,,
2024-02-09 23:43:09,2024-02-10 23:06:11,UTCZ,2024-02-10 18:15:00,2024-02-10 20:30:29,135,Rugby,12.5,857.0,156,119,26,52,21,1,0,false,,,
2024-02-09 00:57:21,2024-02-09 23:43:09,UTCZ,2024-02-09 21:39:00,2024-02-09 22:09:00,30,Spin,4.9,98.0,139,101,32,37,1,0,0,false,,,
2024-02-09 00:57:21,2024-02-09 23:43:09,UTCZ,2024-02-09 19:24:00,2024-02-09 20:14:59,50,Rugby,13.2,565.0,175,141,8,14,35,38,5,false,,,
2024-02-07 23:51:59,2024-02-09 00:57:21,UTCZ,2024-02-08 21:55:30,2024-02-08 22:15:09,19,HIIT,8.0,219.0,157,141,2,6,72,20,0,false,,,
2024-02-07 23:51:59,2024-02-09 00:57:21,UTCZ,2024-02-08 20:35:00,2024-02-08 21:45:00,70,Box Fitness,4.9,135.0,128,90,39,7,0,0,0,false,,,
2024-02-07 23:51:59,2024-02-09 00:57:21,UTCZ,2024-02-08 17:13:00,2024-02-08 17:43:00,30,Spin,4.8,82.0,125,101,78,9,0,0,0,false,,,
2024-02-07 00:27:20,2024-02-07 23:51:59,UTCZ,2024-02-07 21:35:00,2024-02-07 21:50:00,15,HIIT,5.0,78.0,157,110,33,23,24,2,0,false,,,
2024-02-07 00:27:20,2024-02-07 23:51:59,UTCZ,2024-02-07 20:55:00,2024-02-07 21:30:00,35,Box Fitness,4.2,55.0,116,88,30,1,0,0,0,false,,,
2024-02-07 00:27:20,2024-02-07 23:51:59,UTCZ,2024-02-07 20:30:00,2024-02-07 20:48:10,18,Assault Bike,6.3,147.0,156,126,8,23,61,3,0,false,,,
2024-02-07 00:27:20,2024-02-07 23:51:59,UTCZ,2024-02-07 19:54:00,2024-02-07 20:14:00,20,Spin,4.4,47.0,124,95,50,12,0,0,0,false,,,
2024-02-06 00:51:02,2024-02-07 00:27:20,UTCZ,2024-02-06 22:54:00,2024-02-06 23:14:41,20,HIIT,7.9,218.0,157,138,2,15,69,13,0,false,,,
2024-02-06 00:51:02,2024-02-07 00:27:20,UTCZ,2024-02-06 21:32:00,2024-02-06 22:50:00,78,Box Fitness,4.4,119.0,117,82,27,1,0,0,0,false,,,
2024-02-06 00:51:02,2024-02-07 00:27:20,UTCZ,2024-02-06 07:46:00,2024-02-06 08:06:00,20,Spin,4.9,85.0,127,108,44,47,0,0,0,false,,,
2024-02-03 00:07:56,2024-02-04 01:34:36,UTCZ,2024-02-03 20:52:00,2024-02-03 21:25:00,33,Box Fitness,4.3,67.0,139,83,22,11,1,0,0,false,,,
2024-02-03 00:07:56,2024-02-04 01:34:36,UTCZ,2024-02-03 07:50:00,2024-02-03 08:09:00,19,Spin,5.0,99.0,122,113,26,74,0,0,0,false,,,
2024-01-31 23:54:18,2024-02-02 00:35:54,UTCZ,2024-02-01 21:31:00,2024-02-01 22:35:00,64,Box Fitness,4.8,133.0,134,86,28,11,0,0,0,false,,,
2024-01-31 23:54:18,2024-02-02 00:35:54,UTCZ,2024-02-01 07:46:00,2024-02-01 08:06:00,20,Spin,5.0,95.0,122,111,28,67,0,0,0,false,,,
2024-01-31 00:06:02,2024-01-31 23:54:18,UTCZ,2024-01-31 20:00:00,2024-01-31 21:18:00,78,Rugby,11.8,549.0,178,121,23,33,20,17,0,false,,,
2024-01-31 00:06:02,2024-01-31 23:54:18,UTCZ,2024-01-31 17:08:00,2024-01-31 17:38:00,30,Spin,4.7,88.0,130,98,42,24,0,0,0,false,,,
2024-01-29 23:37:33,2024-01-31 00:06:02,UTCZ,2024-01-30 17:26:00,2024-01-30 17:56:00,30,Spin,4.7,83.0,125,99,54,17,0,0,0,false,,,
2024-01-29 00:02:30,2024-01-29 23:37:33,UTCZ,2024-01-29 21:52:00,2024-01-29 22:02:00,10,HIIT,4.4,41.0,135,105,29,55,0,0,0,false,,,
2024-01-29 00:02:30,2024-01-29 23:37:33,UTCZ,2024-01-29 21:23:00,2024-01-29 21:43:00,20,Spin,4.5,65.0,122,102,44,27,0,0,0,false,,,
2024-01-28 00:23:23,2024-01-29 00:02:30,UTCZ,2024-01-28 13:37:30,2024-01-28 15:31:29,113,Rugby,13.9,928.0,175,128,16,39,31,14,0,false,,,
2024-01-26 00:29:10,2024-01-27 00:37:35,UTCZ,2024-01-26 22:20:01,2024-01-26 22:39:00,18,Cycling,6.5,125.0,163,120,42,5,7,34,0,false,,,
2024-01-26 00:29:10,2024-01-27 00:37:35,UTCZ,2024-01-26 22:10:46,2024-01-26 22:19:00,8,Spin,4.1,17.0,111,98,85,0,0,0,0,false,,,
2024-01-26 00:29:10,2024-01-27 00:37:35,UTCZ,2024-01-26 08:06:00,2024-01-26 08:26:00,20,Spin,4.5,61.0,119,90,32,24,0,0,0,false,,,
2024-01-24 22:36:16,2024-01-26 00:29:10,UTCZ,2024-01-25 21:46:00,2024-01-25 21:58:00,12,HIIT,5.5,102.0,153,130,5,15,76,0,0,false,,,
2024-01-24 22:36:16,2024-01-26 00:29:10,UTCZ,2024-01-25 21:08:00,2024-01-25 21:24:00,16,Assault Bike,6.7,157.0,169,135,2,8,66,18,0,false,,,
2024-01-24 22:36:16,2024-01-26 00:29:10,UTCZ,2024-01-25 20:15:00,2024-01-25 20:57:00,42,Box Fitness,4.0,56.0,110,78,21,0,0,0,0,false,,,
2024-01-24 00:07:07,2024-01-24 22:36:16,UTCZ,2024-01-24 19:49:04,2024-01-24 20:10:00,20,Rowing,8.1,231.0,169,143,0,4,72,24,0,false,,,
2024-01-24 00:07:07,2024-01-24 22:36:16,UTCZ,2024-01-24 19:44:34,2024-01-24 19:46:00,1,Rowing,2.7,4.0,118,97,56,22,0,0,0,false,,,
2024-01-24 00:07:07,2024-01-24 22:36:16,UTCZ,2024-01-24 10:05:00,2024-01-24 10:36:00,31,Spin,5.0,101.0,140,105,48,40,0,0,0,false,,,
2024-01-23 00:24:06,2024-01-24 00:07:07,UTCZ,2024-01-23 21:33:00,2024-01-23 22:03:00,30,Spin,5.2,118.0,135,107,33,53,1,0,0,false,,,
2024-01-21 23:31:26,2024-01-23 00:24:06,UTCZ,2024-01-22 19:59:00,2024-01-22 21:03:00,64,Box Fitness,4.2,88.0,112,81,27,0,0,0,0,false,,,
2024-01-21 23:31:26,2024-01-23 00:24:06,UTCZ,2024-01-22 09:03:00,2024-01-22 09:33:00,30,Cycling,5.2,112.0,129,108,51,46,0,0,0,false,,,
2024-01-20 23:55:22,2024-01-21 23:31:26,UTCZ,2024-01-21 20:05:00,2024-01-21 20:45:00,40,Box Fitness,4.7,86.0,145,97,54,12,0,0,0,false,,,
2024-01-20 23:55:22,2024-01-21 23:31:26,UTCZ,2024-01-21 19:20:00,2024-01-21 19:50:00,30,Spin,5.5,142.0,134,110,13,70,0,0,0,false,,,
2024-01-20 23:55:22,2024-01-21 23:31:26,UTCZ,2024-01-21 17:24:00,2024-01-21 18:22:16,58,Manual Labor,14.4,708.0,189,147,1,14,31,41,13,false,,,
2024-01-20 00:17:40,2024-01-20 23:55:22,UTCZ,2024-01-20 19:20:13,2024-01-20 19:48:00,27,HIIT,10.1,327.0,167,146,0,9,39,52,0,false,,,
2024-01-20 00:17:40,2024-01-20 23:55:22,UTCZ,2024-01-20 18:34:00,2024-01-20 19:04:00,30,Spin,6.0,178.0,132,118,13,84,0,0,0,false,,,
2024-01-19 00:04:38,2024-01-20 00:17:40,UTCZ,2024-01-19 15:36:00,2024-01-19 16:06:00,30,Spin,6.2,189.0,138,121,7,89,4,0,0,false,,,
2024-01-17 22:40:33,2024-01-19 00:04:38,UTCZ,2024-01-18 20:05:00,2024-01-18 21:05:00,60,Box Fitness,4.2,84.0,120,84,39,1,0,0,0,false,,,
2024-01-17 22:40:33,2024-01-19 00:04:38,UTCZ,2024-01-18 18:21:00,2024-01-18 19:01:00,40,Spin,5.6,164.0,135,108,20,60,0,0,0,false,,,
2024-01-17 00:26:00,2024-01-17 22:40:33,UTCZ,2024-01-17 21:07:45,2024-01-17 21:26:00,18,Spin,6.8,165.0,163,131,3,16,56,18,0,false,,,
2024-01-17 00:26:00,2024-01-17 22:40:33,UTCZ,2024-01-17 20:28:00,2024-01-17 20:58:00,30,Spin,5.4,133.0,134,110,18,70,0,0,0,false,,,
2024-01-16 00:06:20,2024-01-17 00:26:00,UTCZ,2024-01-16 21:51:55,2024-01-16 22:10:00,18,HIIT,6.4,155.0,155,131,6,23,62,7,0,false,,,
2024-01-16 00:06:20,2024-01-17 00:26:00,UTCZ,2024-01-16 20:58:00,2024-01-16 21:45:00,47,Box Fitness,6.0,177.0,166,103,37,19,13,3,0,false,,,
2024-01-16 00:06:20,2024-01-17 00:26:00,UTCZ,2024-01-16 19:37:00,2024-01-16 20:07:00,30,Spin,4.5,66.0,133,100,74,13,0,0,0,false,,,
2024-01-15 00:43:24,2024-01-16 00:06:20,UTCZ,2024-01-15 09:10:00,2024-01-15 09:30:00,20,Cycling,4.9,86.0,127,111,25,67,0,0,0,false,,,
2024-01-14 01:57:23,2024-01-15 00:43:24,UTCZ,2024-01-14 16:51:00,2024-01-14 17:03:00,12,Assault Bike,5.3,88.0,161,126,21,37,29,13,0,false,,,
2024-01-14 01:57:23,2024-01-15 00:43:24,UTCZ,2024-01-14 16:37:00,2024-01-14 16:49:00,12,HIIT,6.8,140.0,166,146,0,4,57,39,0,false,,,
2024-01-14 01:57:23,2024-01-15 00:43:24,UTCZ,2024-01-14 16:18:00,2024-01-14 16:35:00,17,Box Fitness,5.7,120.0,157,125,6,56,31,7,0,false,,,
2024-01-14 01:57:23,2024-01-15 00:43:24,UTCZ,2024-01-14 15:46:00,2024-01-14 16:16:44,30,Spin,5.5,148.0,126,114,20,78,0,0,0,false,,,
2024-01-13 00:28:18,2024-01-14 01:57:23,UTCZ,2024-01-13 18:36:00,2024-01-13 18:56:59,20,Assault Bike,8.0,227.0,157,142,1,8,80,11,0,false,,,
2024-01-12 00:25:13,2024-01-13 00:28:18,UTCZ,2024-01-12 21:58:00,2024-01-12 22:15:00,17,Assault Bike,6.1,126.0,161,124,18,15,44,15,0,false,,,
2024-01-12 00:25:13,2024-01-13 00:28:18,UTCZ,2024-01-12 21:06:00,2024-01-12 21:46:00,40,Spin,6.4,220.0,131,117,15,83,0,0,0,false,,,
2024-01-11 00:49:03,2024-01-12 00:25:13,UTCZ,2024-01-11 21:28:00,2024-01-11 21:48:00,20,Spin,6.5,157.0,157,125,9,17,52,9,0,false,,,
2024-01-11 00:49:03,2024-01-12 00:25:13,UTCZ,2024-01-11 20:51:00,2024-01-11 21:21:00,30,Spin,4.7,81.0,126,101,56,26,0,0,0,false,,,
2024-01-11 00:49:03,2024-01-12 00:25:13,UTCZ,2024-01-11 08:01:30,2024-01-11 08:43:29,41,Activity,13.5,567.0,184,154,0,0,25,67,8,false,,,
2024-01-09 22:19:13,2024-01-11 00:49:03,UTCZ,2024-01-10 21:06:00,2024-01-10 21:34:52,28,HIIT,9.2,302.0,167,140,4,6,61,29,0,false,,,
2024-01-09 22:19:13,2024-01-11 00:49:03,UTCZ,2024-01-10 19:40:00,2024-01-10 20:48:00,68,Box Fitness,4.4,106.0,118,89,36,2,0,0,0,false,,,
2024-01-09 22:19:13,2024-01-11 00:49:03,UTCZ,2024-01-10 18:48:00,2024-01-10 19:18:00,30,Spin,5.5,143.0,133,111,16,73,0,0,0,false,,,
2024-01-08 22:09:39,2024-01-09 22:19:13,UTCZ,2024-01-09 21:48:00,2024-01-09 22:04:00,16,HIIT,7.4,164.0,168,137,5,16,21,52,0,false,,,
2024-01-08 22:09:39,2024-01-09 22:19:13,UTCZ,2024-01-09 19:30:00,2024-01-09 21:00:00,90,Box Fitness,5.5,203.0,142,86,16,5,7,0,0,false,,,
2024-01-08 22:09:39,2024-01-09 22:19:13,UTCZ,2024-01-09 12:11:56,2024-01-09 12:42:00,30,Cycling,5.6,150.0,130,113,24,70,0,0,0,false,,,
2024-01-08 01:34:22,2024-01-08 22:09:39,UTCZ,2024-01-08 19:20:00,2024-01-08 19:50:00,30,Cycling,5.2,117.0,146,108,32,50,2,0,0,false,,,
2024-01-07 00:16:28,2024-01-08 01:34:22,UTCZ,2024-01-07 14:06:00,2024-01-07 14:41:59,35,Walking,4.5,72.0,121,97,65,4,0,0,0,false,,,
2024-01-05 23:05:33,2024-01-07 00:16:28,UTCZ,2024-01-06 17:09:00,2024-01-06 17:29:09,20,Assault Bike,6.2,165.0,147,128,1,29,66,0,0,false,,,
2024-01-05 00:22:06,2024-01-05 23:05:33,UTCZ,2024-01-05 21:21:00,2024-01-05 21:45:18,24,HIIT,5.2,104.0,145,111,53,39,8,0,0,false,,,
2024-01-05 00:22:06,2024-01-05 23:05:33,UTCZ,2024-01-05 20:09:00,2024-01-05 20:43:59,34,Assault Bike,7.4,266.0,152,125,4,38,52,0,0,false,,,
2024-01-04 01:02:24,2024-01-05 00:22:06,UTCZ,2024-01-04 20:58:00,2024-01-04 21:43:00,45,Box Fitness,4.7,88.0,129,95,67,7,0,0,0,false,,,
2024-01-04 01:02:24,2024-01-05 00:22:06,UTCZ,2024-01-04 20:25:00,2024-01-04 20:55:00,30,Spin,5.2,112.0,134,107,42,49,0,0,0,false,,,
2024-01-02 20:40:30,2024-01-04 01:02:24,UTCZ,2024-01-03 19:04:00,2024-01-03 19:24:00,20,Assault Bike,6.4,158.0,160,127,10,28,56,3,0,false,,,
2024-01-02 20:40:30,2024-01-04 01:02:24,UTCZ,2024-01-03 17:50:00,2024-01-03 18:52:31,62,Box Fitness,4.7,115.0,128,91,48,8,0,0,0,false,,,
2024-01-02 20:40:30,2024-01-04 01:02:24,UTCZ,2024-01-03 10:57:00,2024-01-03 11:27:00,30,Spin,5.6,155.0,134,113,9,82,0,0,0,false,,,
2023-12-31 22:23:39,2024-01-02 01:39:54,UTCZ,2024-01-01 23:11:00,2024-01-01 23:56:00,45,Spin,7.8,288.0,149,119,20,42,30,0,0,false,,,
2023-12-29 00:17:40,2023-12-29 23:30:00,UTCZ,2023-12-29 22:20:31,2023-12-29 22:40:38,20,Spin,6.1,157.0,140,126,6,51,42,0,0,false,,,
2023-04-06 00:26:02,2023-04-07 00:26:02,UTC+01:00,2023-04-06 21:08:01,2023-04-06 21:27:47,19,Cycling,5.1,93.0,144,111,41,46,9,0,0,false,,,
2023-04-06 00:26:02,2023-04-07 00:26:02,UTC+01:00,2023-04-06 21:00:24,2023-04-06 21:05:56,5,Cycling,3.0,8.0,113,87,54,0,0,0,0,false,,,
2023-04-06 00:26:02,2023-04-07 00:26:02,UTC+01:00,2023-04-06 07:43:13,2023-04-06 08:08:13,25,Cycling,5.5,138.0,122,115,14,86,0,0,0,false,,,
2023-04-05 00:19:43,2023-04-06 00:26:02,UTC+01:00,2023-04-05 21:33:22,2023-04-05 22:10:28,37,Weightlifting,4.2,60.0,125,85,37,2,0,0,0,false,,,
2023-04-05 00:19:43,2023-04-06 00:26:02,UTC+01:00,2023-04-05 20:08:06,2023-04-05 20:38:06,30,Cycling,5.6,150.0,139,113,30,68,2,0,0,false,,,
2023-04-05 00:19:43,2023-04-06 00:26:02,UTC+01:00,2023-04-05 18:57:43,2023-04-05 19:37:20,39,Running,14.4,582.0,184,159,0,0,10,66,24,false,,,
2023-04-04 00:28:15,2023-04-05 00:19:43,UTC+01:00,2023-04-04 22:16:57,2023-04-04 22:28:09,11,HIIT,5.3,90.0,157,125,8,34,52,3,0,false,,,
2023-04-04 00:28:15,2023-04-05 00:19:43,UTC+01:00,2023-04-04 21:31:05,2023-04-04 22:02:21,31,Weightlifting,4.5,65.0,124,94,57,5,0,0,0,false,,,
2023-04-04 00:28:15,2023-04-05 00:19:43,UTC+01:00,2023-04-04 20:53:00,2023-04-04 21:09:54,16,Rowing,7.5,175.0,169,136,6,19,30,44,0,false,,,
2023-04-04 00:28:15,2023-04-05 00:19:43,UTC+01:00,2023-04-04 20:07:11,2023-04-04 20:37:11,30,Cycling,5.6,154.0,121,111,39,59,0,0,0,false,,,
2023-04-03 01:51:40,2023-04-04 00:28:15,UTC+01:00,2023-04-03 21:05:02,2023-04-03 22:00:49,55,Weightlifting,5.0,124.0,150,92,41,12,1,0,0,false,,,
2023-04-03 01:51:40,2023-04-04 00:28:15,UTC+01:00,2023-04-03 18:49:31,2023-04-03 19:34:31,45,Cycling,6.1,208.0,125,108,69,28,0,0,0,false,,,
2023-03-30 23:05:15,2023-04-01 00:01:59,UTC+01:00,2023-03-31 21:45:02,2023-03-31 21:53:58,8,HIIT,4.4,33.0,163,108,66,13,9,3,0,false,,,
2023-03-30 23:05:15,2023-04-01 00:01:59,UTC+01:00,2023-03-31 20:45:51,2023-03-31 21:23:05,37,Weightlifting,4.2,60.0,119,89,45,2,0,0,0,false,,,
2023-03-30 23:05:15,2023-04-01 00:01:59,UTC+01:00,2023-03-31 19:19:32,2023-03-31 19:20:46,1,Cycling,4.0,7.0,124,119,0,100,0,0,0,false,,,
2023-03-30 23:05:15,2023-04-01 00:01:59,UTC+01:00,2023-03-31 18:34:54,2023-03-31 19:19:25,44,Cycling,6.9,266.0,136,119,6,93,0,0,0,false,,,
2023-03-30 00:35:00,2023-03-30 23:05:15,UTC+01:00,2023-03-30 20:04:04,2023-03-30 20:17:27,13,Weightlifting,5.0,85.0,143,120,13,68,19,0,0,false,,,
2023-03-30 00:35:00,2023-03-30 23:05:15,UTC+01:00,2023-03-30 17:31:46,2023-03-30 18:26:41,54,Running,15.4,768.0,184,156,0,4,6,79,11,false,,,
2023-03-30 00:35:00,2023-03-30 23:05:15,UTC+01:00,2023-03-30 10:43:53,2023-03-30 11:13:53,30,Cycling,6.0,177.0,143,117,13,85,1,0,0,false,,,
2023-03-28 23:48:35,2023-03-30 00:35:00,UTC+01:00,2023-03-29 21:35:26,2023-03-29 22:29:38,54,Weightlifting,4.7,111.0,153,88,33,9,2,0,0,false,,,
2023-03-28 23:48:35,2023-03-30 00:35:00,UTC+01:00,2023-03-29 18:41:27,2023-03-29 19:21:27,40,Cycling,6.1,203.0,127,115,24,76,0,0,0,false,,,
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-28 21:49:29,2023-03-28 22:00:33,11,HIIT,5.3,84.0,159,125,7,43,30,13,0,false,,,
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-28 20:55:48,2023-03-28 21:33:39,37,Weightlifting,4.1,52.0,113,87,42,0,0,0,0,false,,,
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-28 20:22:25,2023-03-28 20:34:25,12,Rowing,5.7,108.0,165,132,8,17,55,19,0,false,,,
2023-03-27 23:38:07,2023-03-28 23:48:35,UTC+01:00,2023-03-28 19:23:53,2023-03-28 20:03:53,40,Cycling,6.4,218.0,135,115,23,75,0,0,0,false,,,
2023-03-27 00:09:03,2023-03-27 22:38:07,UTCZ,2023-03-27 18:49:17,2023-03-27 19:29:17,40,Cycling,5.8,177.0,121,110,47,50,0,0,0,false,,,
2023-03-24 23:45:58,2023-03-26 01:35:58,UTCZ,2023-03-25 19:54:57,2023-03-25 20:14:57,20,Cycling,7.6,213.0,156,139,0,13,83,4,0,false,,,
2023-03-24 23:45:58,2023-03-26 01:35:58,UTCZ,2023-03-25 19:41:22,2023-03-25 19:52:08,10,Elliptical,5.4,94.0,151,130,8,20,72,0,0,false,,,
2023-03-23 23:20:54,2023-03-24 23:45:58,UTCZ,2023-03-24 22:22:16,2023-03-24 23:33:58,71,Weightlifting,4.3,111.0,143,80,21,3,0,0,0,false,,,
2023-03-23 23:20:54,2023-03-24 23:45:58,UTCZ,2023-03-24 19:30:45,2023-03-24 20:10:45,40,Cycling,6.8,250.0,129,118,8,89,0,0,0,false,,,
2023-03-22 23:17:21,2023-03-23 23:20:54,UTCZ,2023-03-23 19:57:19,2023-03-23 20:31:49,34,Cycling,9.1,319.0,156,133,7,18,61,11,0,false,,,
2023-03-22 23:17:21,2023-03-23 23:20:54,UTCZ,2023-03-23 16:50:59,2023-03-23 18:06:08,75,Running,16.7,1021.0,179,154,1,6,12,73,8,false,,,
2023-03-22 00:09:13,2023-03-22 23:17:21,UTCZ,2023-03-22 21:23:22,2023-03-22 22:09:58,46,Weightlifting,4.3,74.0,120,85,35,3,0,0,0,false,,,
2023-03-22 00:09:13,2023-03-22 23:17:21,UTCZ,2023-03-22 19:45:35,2023-03-22 20:20:04,34,Running,12.6,452.0,187,151,1,4,21,61,13,false,,,
2023-03-21 00:05:59,2023-03-22 00:09:13,UTCZ,2023-03-21 21:25:32,2023-03-21 21:55:32,30,Cycling,5.9,163.0,135,117,28,59,9,0,0,false,,,
2023-03-21 00:05:59,2023-03-22 00:09:13,UTCZ,2023-03-21 19:30:45,2023-03-21 20:37:46,67,Rugby,7.9,334.0,156,109,19,33,25,0,0,false,,,
